"file_name","file_path","CharacterCount","WordCount","AverageWordLength","UniqueWordsCount","TypeTokenRatio","RootTypeTokenRatio","CorrectedTypeTokenRatio","AvgTreeDepth","AvgTreeScore","MLC","MLS","MLT","C_S","C_T","CT_T","DC_C","DC_T","CP_C","CP_T","T_S","CN_C","CN_T","VP_T","SentenceCount","AvgSentenceLengthInWords","AvgSentenceLengthInChars","NounVariation","VerbVariation","AdjectiveVariation","AdverbVariation","VerbVariation1","SquaredVerbVariation1","CorrectedVerbVariation1","LexicalDensity","label"
"6288.txt","..\\datasets\\WeeBit\\WeeBit-TextOnly\\WeeBit-TextOnly\\BitGCSE\\6288.txt","1666.0","325.0","5.126153846153846","189.0","0.5815384615384616","10.48383370865683","7.413189908223356","9.518518518518519","-96.04503334893121","10.054054054054054","13.777777777777779","13.285714285714286","1.3703703703703705","1.3214285714285714","0.42857142857142855","0.32432432432432434","0.42857142857142855","0.13513513513513514","0.17857142857142858","1.037037037037037","2.7027027027027026","3.5714285714285716","0.17857142857142858","27.0","13.777777777777779","62.2962962962963","0.42995169082125606","0.28502415458937197","0.2028985507246377","0.0821256038647343","0.4745762711864407","13.288135593220339","2.5776089301153053","0.5564516129032258","BitGCSE"
"2981.txt","..\\datasets\\WeeBit\\WeeBit-TextOnly\\WeeBit-TextOnly\\BitGCSE\\2981.txt","1823.0","347.0","5.253602305475504","187.0","0.5389048991354467","10.038685976676854","7.098422928310503","9.714285714285714","-513.6751258486793","16.52","19.666666666666668","19.666666666666668","1.1904761904761905","1.1904761904761905","0.23809523809523808","0.2","0.23809523809523808","0.2","0.23809523809523808","1.0","6.24","7.428571428571429","0.23809523809523808","21.0","19.666666666666668","90.23809523809524","0.4841628959276018","0.22171945701357465","0.19457013574660634","0.09954751131221719","0.46938775510204084","10.795918367346939","2.3233508524700848","0.5351089588377724","BitGCSE"
"2371.txt","..\\datasets\\WeeBit\\WeeBit-TextOnly\\WeeBit-TextOnly\\BitGCSE\\2371.txt","529.0","118.0","4.483050847457627","80.0","0.6779661016949152","7.364596943186587","5.207556439232955","10.75","-120.62895965576172","19.142857142857142","16.75","19.142857142857142","0.875","1.0","0.42857142857142855","0.42857142857142855","0.42857142857142855","0.42857142857142855","0.42857142857142855","0.875","4.571428571428571","4.571428571428571","0.42857142857142855","8.0","16.75","68.125","0.4358974358974359","0.32051282051282054","0.1794871794871795","0.0641025641025641","0.56","7.84","1.979898987322333","0.582089552238806","BitGCSE"
"3814.txt","..\\datasets\\WeeBit\\WeeBit-TextOnly\\WeeBit-TextOnly\\BitGCSE\\3814.txt","1218.0","309.0","3.941747572815534","138.0","0.44660194174757284","7.850545711042325","5.551174108292995","11.0","-475.6868052482605","18.736842105263158","22.25","25.428571428571427","1.1875","1.3571428571428572","0.6428571428571429","0.5263157894736842","0.7142857142857143","0.47368421052631576","0.6428571428571429","0.875","4.947368421052632","6.714285714285714","0.6428571428571429","16.0","22.25","81.125","0.6","0.23125","0.1375","0.03125","0.4594594594594595","7.8108108108108105","1.9762098586449277","0.449438202247191","BitGCSE"
"5972.txt","..\\datasets\\WeeBit\\WeeBit-TextOnly\\WeeBit-TextOnly\\BitGCSE\\5972.txt","2784.0","508.0","5.480314960629921","302.0","0.594488188976378","13.399083292183319","9.474582657586193","11.607142857142858","-174.21109689985002","13.51063829787234","22.678571428571427","20.483870967741936","1.6785714285714286","1.5161290322580645","0.7096774193548387","0.46808510638297873","0.7096774193548387","0.19148936170212766","0.2903225806451613","1.1071428571428572","4.808510638297872","7.290322580645161","0.2903225806451613","28.0","22.678571428571427","107.28571428571429","0.5238095238095238","0.2789115646258503","0.14625850340136054","0.05102040816326531","0.5975609756097561","29.28048780487805","3.8262571662708487","0.462992125984252","BitGCSE"
"3934.txt","..\\datasets\\WeeBit\\WeeBit-TextOnly\\WeeBit-TextOnly\\BitGCSE\\3934.txt","1062.0","248.0","4.282258064516129","139.0","0.5604838709677419","8.82650882651324","6.241284245430428","9.6","-100.36163692474365","12.681818181818182","13.95","14.68421052631579","1.1","1.1578947368421053","0.47368421052631576","0.45454545454545453","0.5263157894736842","0.09090909090909091","0.10526315789473684","0.95","2.6818181818181817","3.1052631578947367","0.10526315789473684","20.0","13.95","53.9","0.4666666666666667","0.29333333333333333","0.17333333333333334","0.06666666666666667","0.5454545454545454","13.090909090909092","2.5584085962673253","0.5376344086021505","BitGCSE"
"3777.txt","..\\datasets\\WeeBit\\WeeBit-TextOnly\\WeeBit-TextOnly\\BitGCSE\\3777.txt","806.0","172.0","4.686046511627907","124.0","0.7209302325581395","9.45491136062149","6.685631938613182","9.133333333333333","-178.713045501709","17.90909090909091","13.133333333333333","16.416666666666668","0.7333333333333333","0.9166666666666666","0.4166666666666667","0.36363636363636365","0.3333333333333333","0.18181818181818182","0.16666666666666666","0.8","3.727272727272727","3.4166666666666665","0.16666666666666666","15.0","13.133333333333333","55.333333333333336","0.5454545454545454","0.24545454545454545","0.13636363636363635","0.07272727272727272","0.6296296296296297","10.703703703703704","2.3134069792952237","0.5583756345177665","BitGCSE"
"954.txt","..\\datasets\\WeeBit\\WeeBit-TextOnly\\WeeBit-TextOnly\\BitGCSE\\954.txt","1037.0","217.0","4.778801843317972","118.0","0.543778801843318","8.010361952965143","5.664181256700368","11.5","-118.4443939753941","13.333333333333334","17.142857142857142","17.142857142857142","1.2857142857142858","1.2857142857142858","0.6428571428571429","0.4444444444444444","0.5714285714285714","0.16666666666666666","0.21428571428571427","1.0","3.1666666666666665","4.071428571428571","0.21428571428571427","14.0","17.142857142857142","75.21428571428571","0.5036496350364964","0.291970802919708","0.16058394160583941","0.043795620437956206","0.55","12.1","2.4596747752497685","0.5708333333333333","BitGCSE"
"1659.txt","..\\datasets\\WeeBit\\WeeBit-TextOnly\\WeeBit-TextOnly\\BitGCSE\\1659.txt","1019.0","233.0","4.373390557939914","144.0","0.6180257510729614","9.433753661958026","6.670671186413944","10.333333333333334","-196.1932223002116","15.333333333333334","18.4","17.25","1.2","1.125","0.375","0.3333333333333333","0.375","0.2222222222222222","0.25","1.0666666666666667","2.8333333333333335","3.1875","0.25","15.0","18.4","69.13333333333334","0.4195804195804196","0.3146853146853147","0.16083916083916083","0.1048951048951049","0.5777777777777777","15.022222222222222","2.7406406388125952","0.5181159420289855","BitGCSE"
"3991.txt","..\\datasets\\WeeBit\\WeeBit-TextOnly\\WeeBit-TextOnly\\BitGCSE\\3991.txt","978.0","276.0","3.5434782608695654","147.0","0.532608695652174","8.848360201804036","6.256735501076802","10.777777777777779","-158.71404923333063","12.074074074074074","18.11111111111111","18.11111111111111","1.5","1.5","0.5","0.37037037037037035","0.5555555555555556","0.6296296296296297","0.9444444444444444","1.0","6.148148148148148","9.222222222222221","0.9444444444444444","18.0","18.11111111111111","55.44444444444444","0.40441176470588236","0.3235294117647059","0.21323529411764705","0.058823529411764705","0.5227272727272727","12.022727272727273","2.45180823808952","0.4171779141104294","BitGCSE"
